"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1652.29/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x287eba2c7a41044fce996e329d8dfaa46e85a8c0da1e2cefbd0ef9347733e91f","14328106","1646499725","2022-03-05 17:02:05","0x470c0969210d284a467bd640e3171db8df6aecd6","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.15","0","247.8435","0.00972229370647296","16.0640486682682","2666.18","","","Mint",""
"0x6bceebb757d2c5d41bbfe7bc661ca0951bed2cd80b03c1bc80b350052e493913","14328106","1646499725","2022-03-05 17:02:05","0xe786810dbd4b0c9862059a766d834df50fbf4e1b","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.00395040502507328","6.52721471887833","2666.18","","","Mint",""
"0x78afd449ffcf0df25832f1a2b2cbebe836487ea29609039bd1796e77f8b66350","14328107","1646499732","2022-03-05 17:02:12","0xb78f8384ff0689357dd03e1c2f5214d3845b623d","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.5","0","826.145","0.032839179986737564","54.2598487002866","2666.18","","","Mint",""
"0x5d0adaeba9b4c6a67a8cf1a1a66bb1b893c3aefd9ebfb59edc7f5601a644d56f","14328112","1646499791","2022-03-05 17:03:11","0x1dfdc775d87857b23280a34db11799400496a977","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.008162027494647204","13.4860364091306","2666.18","","","Mint",""
"0xe69340a8d7a07eed3d1152f3e9d0d550e5cbd4644afb5049dd6959856ce4efb2","14328113","1646499796","2022-03-05 17:03:16","0x187dad1e0dd5e599091c2ec88e89afb4cde4b7a3","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.004594915291320792","7.59213258669643","2666.18","","","Mint",""
"0xf44a4608d7358b347eaaac64fb59fef4b41f36ee4d5fdaf6e90b5a45cea5a588","14328114","1646499818","2022-03-05 17:03:38","0x4aacfb81810d28588d5928d08bced7b6ed35bde0","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.008691663173309004","14.3611481446267","2666.18","","","Mint",""
"0xfb598dd3ffe7f93e20f1c407510f6697330a385a1d42337326bbb74b7c2d09f9","14328116","1646499834","2022-03-05 17:03:54","0x8e34393c3e75039cc18bd0ab69dd8ab70296c5fd","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.5","0","826.145","0.03393425691227286","56.0692333535793","2666.18","","","Mint",""
"0xefdd5228c525ca2d843c018fe2b85004b7a65635b7ae2b3edabd55439d2b14c8","14328117","1646499845","2022-03-05 17:04:05","0xe38d978e500242e5e6df46be5dc1bd47cb06555f","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.004639168189881432","7.66525120845919","2666.18","","","Mint",""
"0x3c2fe0d37205ab36b1a92e75ee10b839bbaf78b0028f7e1cb9af6e29d8ac3e61","14328118","1646499879","2022-03-05 17:04:39","0x6fd155b9d52f80e8a73a8a2537268602978486e2","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.5","0","826.145","0.038250220555903068","63.2004569223131","2666.18","","","Mint",""
"0x1a1cd30d575abd93f2fd9eaa82d65f7355587df93ca9b742b046614cd95479d2","14328118","1646499879","2022-03-05 17:04:39","0x6fd155b9d52f80e8a73a8a2537268602978486e2","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.5","0","826.145","0.038069811955903068","62.9023695966191","2666.18","","","Mint",""
"0xa6dc08a5f4cba75274c8ab44899d6ec438fe4f325e4f190242c03ebad06dcc68","14328120","1646499933","2022-03-05 17:05:33","0x3a9f45ac308ccc0a1a48b0f9e2f8ce859a0039ea","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.5","0","826.145","0.046562961334811824","76.9355153838962","2666.18","","","Mint",""
"0x256b7e0f1db9e009de780ddaa9f36b7bbe455c33506830314dc52c44f082014b","14328120","1646499933","2022-03-05 17:05:33","0x4aacfb81810d28588d5928d08bced7b6ed35bde0","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.010746433078735864","17.7562239116645","2666.18","","","Mint",""
"0x212db0c0271734fe491255094bca876b5d69f094527eb1055face27dd1f28400","14328122","1646499940","2022-03-05 17:05:40","0x1dfdc775d87857b23280a34db11799400496a977","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.010170300052770712","16.8042850741925","2666.18","","","Mint",""
"0x14cee01affda68924271226798c7e916a00e0b1712b2fb74860a086f6eddcf54","14328123","1646499947","2022-03-05 17:05:47","0x451e974a4ed9794d2e8869b00649711d8c18763f","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.005605031452218608","9.26113741818628","2666.18","","","Mint",""
"0xb89f56264cf2041cd3453ac88fd16c23e28a9301a9edea0b4d988222bc1d74f4","14328124","1646499981","2022-03-05 17:06:21","0x451e974a4ed9794d2e8869b00649711d8c18763f","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.006275588308070536","10.3690918055419","2666.18","Error(0)","Out of gas","Mint",""
"0x6cee00756f5cdb6809b4d279d01883e3c0ea6712d4b89a61e46703d94c1d6fd0","14328124","1646499981","2022-03-05 17:06:21","0x9d6b5ae6b35f3871d7cefdb28854f3bb98edaafd","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.2","0","330.458","0.02002936680467086","33.0943224776896","2666.18","","","Mint",""
"0xc332d2cae3e03618557dcb69973716cf34ba2a1bb3b2af1a9510b290a5805766","14328128","1646500068","2022-03-05 17:07:48","0xa90ee75e65b9d6b5fb7d8ae48a5e2bbb97febce9","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.25","0","413.0725","0.027502444902255608","45.4420146875479","2666.18","","","Mint",""
"0x3f761577a9978666844ca63b058effecbd4b56e50509706b7d140974de1f110d","14328132","1646500112","2022-03-05 17:08:32","0x285fbe8d062a1441b41519f5ce410ad2c1c1c6c1","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.011523762915058464","19.040598226922","2666.18","","","Mint",""
"0x3e05f80ea4b8ee878f50aafd50877613f6e986c94f75488348bdf7696525fe0a","14328133","1646500119","2022-03-05 17:08:39","0x1dfdc775d87857b23280a34db11799400496a977","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.011234911607446256","18.5633320998674","2666.18","","","Mint",""
"0xf727805ba0d27bfc891700b609f0b7e4d5b13c902a94eb6f3a08dcf4cff3523f","14328134","1646500130","2022-03-05 17:08:50","0x470c0969210d284a467bd640e3171db8df6aecd6","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.011159681824438192","18.439030681701","2666.18","","","Mint",""
"0xb339e4d2fe004bb94b476bb3b571802604ebc7606cab8313828990236818dafa","14328136","1646500146","2022-03-05 17:09:06","0x451e974a4ed9794d2e8869b00649711d8c18763f","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.006158808215015688","10.1761372255883","2666.18","","","Mint",""
"0x4941d3fe7a59a037f3089e221a37bda1b373a9a04e228fb7b7b119364c379474","14328151","1646500318","2022-03-05 17:11:58","0x1dfdc775d87857b23280a34db11799400496a977","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.0088164063142807","14.5672599890229","2666.18","","","Mint",""
"0x15eb3b122413e6fcd858a6834d323d282defc4e252ff20833adf106113b2b378","14328151","1646500318","2022-03-05 17:11:58","0x4aacfb81810d28588d5928d08bced7b6ed35bde0","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.0088164063142807","14.5672599890229","2666.18","","","Mint",""
"0x8b93e21b084b392c22e48115c9231f496a1c14817db96c39eab0e2d1be9c7625","14328158","1646500488","2022-03-05 17:14:48","0x1dfdc775d87857b23280a34db11799400496a977","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.006773370788065824","11.1915728194133","2666.18","","","Mint",""
"0x67547ced8eea1b611bcabd5bfc0333eee2c8b0fedebafba40f7d8d6f4dcf74c3","14328160","1646500496","2022-03-05 17:14:56","0x5c20cd9441d684887737707e58d961129d246c65","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.005993914796550056","9.90368547919169","2666.18","","","Mint",""
"0x56e1b038aca4dc64bdc7188d655274e63f0c403b70b9d06c3fd213df21998aaf","14328170","1646500629","2022-03-05 17:17:09","0x5c20cd9441d684887737707e58d961129d246c65","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.006023741194555992","9.95296733835292","2666.18","","","Mint",""
"0x1c7291a7ec90cd913fcb0cc8831ecaf8e1831655016e5ab7c033d60e14ce8571","14328180","1646500770","2022-03-05 17:19:30","0x41bd9ede67476deff711c1ddbd702b741dcc23d8","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.005172456778754616","8.54639861096847","2666.18","","","Mint",""
"0x9efaca6200e0f3ac2bf70dbc9b20d31417da180c19cc8c88cad930883ca8af8d","14328191","1646500904","2022-03-05 17:21:44","0x3a308a74f0e746a44c4a2e2fe9231e879df44db5","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.004951618595696704","8.18150988948371","2666.18","Error(0)","Out of gas","Mint",""
"0xe7d30bdd3dc1155ff85a0b3fae3167b7ab8d67d2b1daeede7ff7935f59cf5a95","14328194","1646500916","2022-03-05 17:21:56","0x04a1f7ac9b9edd8899a78b76449f8b91b6b0f8b2","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.004674153312135856","7.72305677610895","2666.18","","","Mint",""
"0xdefbc64ec59f2d6f6f441b9bd0f9941a0ff0eed4baa36a30b1c1f4ffeda6871d","14328195","1646500942","2022-03-05 17:22:22","0xb8d1654f6df31f010814dcf770553a5bf0ecc45c","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.005227711367081456","8.63769521471502","2666.18","","","Mint",""
"0xe252d62239f81e021d61120993f038a1691bab68199cd23fa5e5c53d1695135e","14328198","1646501019","2022-03-05 17:23:39","0x5c20cd9441d684887737707e58d961129d246c65","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.006828484471096464","11.282636606748","2666.18","","","Mint",""
"0xbaf5b9555b920bbb1efd5a93fba4ea53530facd4444db5614db4c9817c86a19a","14328201","1646501098","2022-03-05 17:24:58","0x9e575c86934b02fdd30a537e2d6ff0761b81711e","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.013709206197321748","22.6515843077728","2666.18","","","Mint",""
"0x9641fdc12bacd96768738d42964980e7d57e683739741c6b6a68cc8ba128dbb8","14328212","1646501294","2022-03-05 17:28:14","0xc34acde66e516a019517a9967af10d31e4e9dae9","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.009013645038761032","14.8931555610945","2666.18","","","Mint",""
"0xcfceb0566ae47ee17309d9c27ef3bb8d2040c840b9f649818951c0bc0266cdff","14328216","1646501325","2022-03-05 17:28:45","0x3a9f45ac308ccc0a1a48b0f9e2f8ce859a0039ea","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.25","0","413.0725","0.03130010949193184","51.7168579124241","2666.18","","","Mint",""
"0x315051fcddabce7f5784449d0b626eebb61b7b574718d7e10b388f50910dd073","14328227","1646501546","2022-03-05 17:32:26","0xd454c4cd269b8f4af437ec7291f4fdf04ef58c11","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.009050775496633176","14.954505845332","2666.18","","","Mint",""
"0x02d3dd5494cbd3360cf3e5d8041aa4f3d168b9b6a8753962aec4eaf98dee95ff","14328253","1646501822","2022-03-05 17:37:02","0x3c4e524f55f78dc420b996e28c6767112c78e468","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.5","0","826.145","0.039525444113721808","65.3074960546614","2666.18","","","Mint",""
"0x579f09f32ed503e364bc2655cfc7ad8ecaf9f92b0e4543f98c37c116c0056a2d","14328270","1646501943","2022-03-05 17:39:03","0x45c7d0bd0fbf25d266db0b533c7d2e4614391539","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.003774296120875768","6.23623173756182","2666.18","","","Mint",""
"0x1596e573d7688fd4b7721ef51f92ce71399d7ecb49a0b027cef7ffaf7dec3a0f","14328313","1646502492","2022-03-05 17:48:12","0xdc6eec2e7b31e6064322f25e6d3800c570459a12","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.5","0","826.145","0.042132433468016864","69.6149984948696","2666.18","","","Mint",""
"0xb0b36d448e4877af18453b85363eaa89f6c0ea563e5467c51a00b27b5be1d720","14328322","1646502635","2022-03-05 17:50:35","0xdc6eec2e7b31e6064322f25e6d3800c570459a12","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.5","0","826.145","0.044778611111339664","73.9872513531554","2666.18","","","Mint",""
"0x630e1767a2b9026279959c6317ab1c4b6ff2f3711d92221b815f015fe0f69d44","14328335","1646502766","2022-03-05 17:52:46","0x98b58f7310cfed61f4b1b83c557c4c6ca17056ce","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.005429792596674328","8.97159200955902","2666.18","","","Mint",""
"0x217778a9ed65a291cf3e255b584da8ce7c0302270b01b9fbb8129f5958a19c5f","14328339","1646502859","2022-03-05 17:54:19","0x41bd9ede67476deff711c1ddbd702b741dcc23d8","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.006663621379704552","11.010234969472","2666.18","","","Mint",""
"0x9a0eb3191ef3d70a56657062697faf535645c04f331c70a8759b765066e44407","14328347","1646503059","2022-03-05 17:57:39","0x98b58f7310cfed61f4b1b83c557c4c6ca17056ce","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.3","0","495.687","0.039650608673902868","65.514304205803","2666.18","","","Mint",""
"0xdcecf456ad3d5d6bc5f75aa8e795a16df16efcb9a60760f73802888e6bf4b977","14328347","1646503059","2022-03-05 17:57:39","0x3a9f45ac308ccc0a1a48b0f9e2f8ce859a0039ea","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.25","0","413.0725","0.03319340434568858","54.8451300663378","2666.18","","","Mint",""
"0x5b1ffa482fba6d356fa13ef1995cffa7a85d679eb570f4c36b5657394da94633","14328358","1646503147","2022-03-05 17:59:07","0x632e058a937e8d4f39ea77f48f6a9c57cc45fffd","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.007232948572470768","11.9509285968077","2666.18","","","Mint",""
"0x121c43036857f277eb4cf72783da4db879e9a9eaa46fe504c27bc93a0a54449c","14328379","1646503538","2022-03-05 18:05:38","0x632e058a937e8d4f39ea77f48f6a9c57cc45fffd","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.15","0","247.8435","0.024954953500058384","41.2328201186115","2666.18","","","Mint",""
"0x6ae1a0aee31ad582b84dd58ef70bb05befd635b3a99a92bcd3ebbf83d20f4097","14328391","1646503666","2022-03-05 18:07:46","0xc5423dfa936b7c1be52a4107bb866b2b7b8eb2c5","0x31d45de84fde2fb36575085e05754a4932dd5170","","1","0","1652.29","0.1373078176534863","226.872334030679","2666.18","","","Mint",""
"0x2c05f4e00d143dfcd2beee7b94b0f90be71a95f927fdd629112090b2575f763c","14328406","1646503866","2022-03-05 18:11:06","0xe3a591b751440dcf47922e2294a7305e781323ff","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.5","0","826.145","0.06333191536264626","104.642690434547","2666.18","","","Mint",""
"0xdc23a12e86644b6022173e8f6c571ee01743e21fa5014ebf2f090506b34825bd","14328412","1646503972","2022-03-05 18:12:52","0x9e575c86934b02fdd30a537e2d6ff0761b81711e","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.01448740371776218","23.9373922888213","2666.18","","","Mint",""
"0x76f2de88b664aba5ffe82a0071c42105374cb6b069792d47ad1b64c79f076be6","14328415","1646503995","2022-03-05 18:13:15","0xebbbbb20f4546a279bdb5b7693f7120a43482e51","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.25","0","413.0725","0.031338811379578712","51.7808046543641","2666.18","","","Mint",""
"0xf9854fde9d370685d8be16fe87408f38863112adb08747b530a18cbce359bb44","14328433","1646504134","2022-03-05 18:15:34","0x86aecfc1e3973108ce14b9b741a99d3466127170","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.004859237845205864","8.0288700992552","2666.18","","","Mint",""
"0xd8f92b5512b753cfb892bbea296fe4dc936345ceafe09639fbeb1a4dea3ea3d3","14328445","1646504306","2022-03-05 18:18:26","0xebbbbb20f4546a279bdb5b7693f7120a43482e51","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.2","0","330.458","0.02055897665505318","33.9693915373778","2666.18","","","Mint",""
"0x871b8d21370c7d7f866ee616eb6f7df30d05d74c29618727cb8801bbd9453d3c","14328447","1646504382","2022-03-05 18:19:42","0x2296da95d728022ab6909bb696f1f7ddc6ff987d","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.2","0","330.458","0.02275426093621242","37.5966378022944","2666.18","","","Mint",""
"0xb96f1d71339ecaa2e16ad4285802466ea7205f1ecb7c22f4466633cbcb61f362","14328448","1646504401","2022-03-05 18:20:01","0x3a308a74f0e746a44c4a2e2fe9231e879df44db5","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.008131488221752776","13.4355766739199","2666.18","","","Mint",""
"0x6b11392ba519abb4d5659a77a2d141b7afd46d05e3aa8b87d8f3de8f7fd342f6","14328456","1646504480","2022-03-05 18:21:20","0xdd9ddbb01c730fc06bd803b949aec44c283a48b0","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.009343602513903308","15.4383409976973","2666.18","","","Mint",""
"0xb823ad56c2d16c6777d0a7707a2cb7b87af9478ccca5ca340a415e4fa5839d36","14328486","1646504927","2022-03-05 18:28:47","0xa940797d8656174efa7095cfc8e554fbe756c53e","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.005968048563328616","9.86094696070224","2666.18","","","Mint",""
"0x7e32b5f41a007bfca90bc83e2fa34efe9ee5680bff60e506bda9d591432ae154","14328498","1646505056","2022-03-05 18:30:56","0x0b67a3d8708e3375a5226208eb3764e345b9ada2","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.00874434732228628","14.4481976371404","2666.18","","","Mint",""
"0xbd7f1666194a275f9ab1101540347d94c6f826ea935cda31a6400e947cb1e0cd","14328501","1646505110","2022-03-05 18:31:50","0xdd9ddbb01c730fc06bd803b949aec44c283a48b0","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.010484490951234996","17.3234195538161","2666.18","","","Mint",""
"0xf2d043b319ec6878f1bcffb3be006d71fe3686b14657734379dfc443ca545111","14328505","1646505133","2022-03-05 18:32:13","0x4aacfb81810d28588d5928d08bced7b6ed35bde0","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.008222790695221084","13.5864348378068","2666.18","","","Mint",""
"0x2dfef450da5350045c3c445c260a32bff2e21a728336cab5a8f290b4a8bbdc01","14328505","1646505133","2022-03-05 18:32:13","0xefa8d282426f33d31d2e8d510480e26c7ef9a9bf","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.25","0","413.0725","0.018149814574069448","29.9887571225892","2666.18","","","Mint",""
"0xe07af3e28bc601579876561a7634b1e0ea32e192bfeddd2e2d1207e0f18e1b21","14328512","1646505177","2022-03-05 18:32:57","0x7fb63094bb1a2c7ab8987fabfb41b18f67f04a98","0x31d45de84fde2fb36575085e05754a4932dd5170","","1","0","1652.29","0.056839238776705615","93.9149058383629","2666.18","","","Mint",""
"0xe0b4b4f2c917c94a268469553968045f7c154c19fa7aeb26a7b76e002d1db5d9","14328514","1646505182","2022-03-05 18:33:02","0x75b772f2bb4f47fbb31b14d6e034b81cb0a03730","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.006181611080258944","10.213814171801","2666.18","","","Mint",""
"0x7b4e2dc246fc83fa743d3282c70446fe4e8b6183d400fbd750562be4ea553b23","14328517","1646505204","2022-03-05 18:33:24","0x5c20cd9441d684887737707e58d961129d246c65","0x31d45de84fde2fb36575085e05754a4932dd5170","","0","0","0","0.00109371101773716","1.80712777749693","2666.18","","","Set Approval For All",""
"0x99df37b9b72f394c0d56a4ca59505b459451d1eec0a654758ccc1b9c54a16489","14328517","1646505204","2022-03-05 18:33:24","0x3e64014d2d3f0c3a3b0404110cea9060b4565e61","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.00355356386651472","5.87151804100361","2666.18","","","Mint",""
"0x64487d8e4f36fccf0e0b426f34509188a02ba4b2f48f377558de1dbbc60d7be4","14328520","1646505260","2022-03-05 18:34:20","0x26346c7163e1a4484f4d57836a18361fae00fd8b","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.15","0","247.8435","0.011541771454865652","19.07035355716","2666.18","","","Mint",""
"0x2dfe2a0ba7901a5dcb2e906dd6aaf983ccee117a4428ec5500b378ed92eac080","14328523","1646505292","2022-03-05 18:34:52","0x20db366b88e73df2b1b4d30b55854538dec7c907","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.007376536532965784","12.188177548054","2666.18","","","Mint",""
"0xcf5b061c75b630733eaddae87d1931257f91dcfd4ddc04abee9c461f4fd794cc","14328534","1646505400","2022-03-05 18:36:40","0x86aecfc1e3973108ce14b9b741a99d3466127170","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.004136010799170096","6.83388928336076","2666.18","","","Mint",""
"0xb7af93797df89de24a00c7619df112ea151b0656c5c4e8a8f8402ab29907c940","14328541","1646505528","2022-03-05 18:38:48","0x350dccfe73c0ed386c7d9907acc8df431b8b0c33","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.00516910115207428","8.54085414256081","2666.18","","","Mint",""
"0x8e0e146503a0a56ebfbbced82f0459188def0bd493927acc610967fdcd0e508a","14328542","1646505537","2022-03-05 18:38:57","0xdbcc6698d4686ee3fba49c2245072460594efe6e","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.009498486104835052","15.6942536061579","2666.18","","","Mint",""
"0xcccd7b24f4d6e984793256fc737c2305e1ca585175a8b381bdbdcd4589bd8f19","14328543","1646505542","2022-03-05 18:39:02","0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.1","0","165.229","0.0205599","33.970917171","2666.18","","","Mint",""
"0x0f50145636b8f94a569c2390616ad3fe566ad6c7ab0cb94c9da3f12e4f38eee7","14328543","1646505542","2022-03-05 18:39:02","0x4aacfb81810d28588d5928d08bced7b6ed35bde0","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.15","0","247.8435","0.012824655353508944","21.1900497940493","2666.18","","","Mint",""
"0xced2c04e2eae688e2771a95f8a5f956d4f9b4abfcedccd02048a45b7acc9800c","14328543","1646505542","2022-03-05 18:39:02","0xfc39dd253b7f9d4f8b5cb9d6a2c911080f504327","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.15","0","247.8435","0.012733203713931744","21.0389451644923","2666.18","","","Mint",""
"0x421bd531f7d0548625703f3512aed11efa9886d48a3a1892a09640a5a2fabbab","14328544","1646505579","2022-03-05 18:39:39","0x10f77e56bdccade0b4542145e5c408f1f8bf5afb","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.005608281642217328","9.26650767461927","2666.18","","","Mint",""
"0x5ff96423b12d2bb9a92a5bab833cb1397be6e7ba0bf329ac908d52df7d5b468c","14328545","1646505589","2022-03-05 18:39:49","0x10f77e56bdccade0b4542145e5c408f1f8bf5afb","0x31d45de84fde2fb36575085e05754a4932dd5170","","0.05","0","82.6145","0.005889261692944512","9.73076820263529","2666.18","","","Mint",""
